CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.04;Outras Receitas Operacionais;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.04;Outras Receitas Operacionais;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.05;Outras Despesas Operacionais;215949.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.05;Outras Despesas Operacionais;443942.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.06;Resultado de Equivalência Patrimonial;-3237.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.06;Resultado de Equivalência Patrimonial;-360.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;328581.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;610973.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.06;Resultado Financeiro;-117478.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.06;Resultado Financeiro;-138384.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.06.01;Receitas Financeiras;35574.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.06.01;Receitas Financeiras;19905.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.06.02;Despesas Financeiras;-153052.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.06.02;Despesas Financeiras;-158289.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;211103.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;472589.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-15664.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-145911.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.08.01;Corrente;-6712.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.08.01;Corrente;-10281.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.08.02;Diferido;-8952.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.08.02;Diferido;-135630.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.09;Resultado Líquido das Operações Continuadas;195439.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.09;Resultado Líquido das Operações Continuadas;326678.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.11;Lucro/Prejuízo Consolidado do Período;195439.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.11;Lucro/Prejuízo Consolidado do Período;326678.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;182328.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;322231.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.11.02;Atribuído a Sócios Não Controladores;13111.00
08.294.224/0001-65;2019-12-31;1;JHSF PARTICIPACOES S.A.;20605;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.11.02;Atribuído a Sócios Não Controladores;4447.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.01;Receita de Venda de Bens e/ou Serviços;390762.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.01;Receita de Venda de Bens e/ou Serviços;804390.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-248906.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-476161.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.03;Resultado Bruto;141856.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.03;Resultado Bruto;328229.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04;Despesas/Receitas Operacionais;-139207.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04;Despesas/Receitas Operacionais;-108122.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.01;Despesas com Vendas;-63183.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.01;Despesas com Vendas;-91810.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.02;Despesas Gerais e Administrativas;-87592.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.02;Despesas Gerais e Administrativas;-95704.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.04;Outras Receitas Operacionais;909.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.04;Outras Receitas Operacionais;21872.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.05;Outras Despesas Operacionais;-5798.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.05;Outras Despesas Operacionais;-5955.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.06;Resultado de Equivalência Patrimonial;16457.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.06;Resultado de Equivalência Patrimonial;63475.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;2649.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;220107.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.06;Resultado Financeiro;109489.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.06;Resultado Financeiro;93076.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.06.01;Receitas Financeiras;128099.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.06.01;Receitas Financeiras;102809.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.06.02;Despesas Financeiras;-18610.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.06.02;Despesas Financeiras;-9733.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;112138.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;313183.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-9978.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-22722.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.08.01;Corrente;-14384.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.08.01;Corrente;-17350.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.08.02;Diferido;4406.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.08.02;Diferido;-5372.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.09;Resultado Líquido das Operações Continuadas;102160.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.09;Resultado Líquido das Operações Continuadas;290461.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.11;Lucro/Prejuízo Consolidado do Período;102160.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.11;Lucro/Prejuízo Consolidado do Período;290461.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;97541.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;281083.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.11.02;Atribuído a Sócios Não Controladores;4619.00
08.312.229/0001-73;2019-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;20770;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.11.02;Atribuído a Sócios Não Controladores;9378.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.01;Receita de Venda de Bens e/ou Serviços;5418995.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.01;Receita de Venda de Bens e/ou Serviços;6055722.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-3620489.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-4213455.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.03;Resultado Bruto;1798506.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.03;Resultado Bruto;1842267.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04;Despesas/Receitas Operacionais;-1056570.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04;Despesas/Receitas Operacionais;-1101591.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.01;Despesas com Vendas;-585959.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.01;Despesas com Vendas;-592252.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.02;Despesas Gerais e Administrativas;-347374.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.02;Despesas Gerais e Administrativas;-351676.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.04;Outras Receitas Operacionais;40421.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.04;Outras Receitas Operacionais;46408.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.05;Outras Despesas Operacionais;-135803.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.05;Outras Despesas Operacionais;-132009.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.04.06;Resultado de Equivalência Patrimonial;-27855.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.04.06;Resultado de Equivalência Patrimonial;-72062.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2018-01-01;2018-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;741936.00
08.343.492/0001-20;2019-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;20915;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2019-01-01;2019-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;740676.00
